,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
14928,2020-580,Australian Open,Hard,128.0,G,2020-01-20,179,100644,7.0,,Alexander Zverev,R,198.0,GER,22.7,106078,,,Egor Gerasimov,R,196.0,BLR,27.1,7-6(5) 6-4 7-5,5,R64,139.0,9.0,0.0,85.0,66.0,57.0,13.0,17.0,1.0,2.0,8.0,4.0,128.0,86.0,60.0,21.0,17.0,11.0,14.0,7.0,3345.0,98.0,575.0
14929,2020-580,Australian Open,Hard,128.0,G,2020-01-20,180,105815,,,Tennys Sandgren,R,188.0,USA,28.4,126610,8.0,,Matteo Berrettini,R,196.0,ITA,23.7,7-6(7) 6-4 4-6 2-6 7-5,5,R64,203.0,22.0,2.0,146.0,105.0,84.0,23.0,26.0,8.0,11.0,16.0,3.0,154.0,100.0,82.0,31.0,26.0,3.0,5.0,100.0,573.0,8.0,2870.0
14930,2020-580,Australian Open,Hard,128.0,G,2020-01-20,181,105023,,,Sam Querrey,R,198.0,USA,32.2,105575,,,Ricardas Berankis,R,175.0,LTU,29.5,7-6(2) 4-6 6-4 6-4,5,R64,155.0,26.0,4.0,112.0,68.0,59.0,23.0,21.0,3.0,6.0,7.0,8.0,136.0,74.0,53.0,33.0,21.0,6.0,10.0,45.0,1100.0,69.0,804.0
14931,2020-580,Australian Open,Hard,128.0,G,2020-01-20,182,105550,22.0,,Guido Pella,L,183.0,ARG,29.6,106296,,,Gregoire Barrere,R,183.0,FRA,25.9,6-1 6-4 3-6 6-3,5,R64,131.0,6.0,5.0,107.0,77.0,54.0,18.0,18.0,7.0,9.0,3.0,3.0,96.0,60.0,40.0,15.0,17.0,6.0,11.0,25.0,1585.0,84.0,649.0
14932,2020-580,Australian Open,Hard,128.0,G,2020-01-20,183,104926,12.0,,Fabio Fognini,R,178.0,ITA,32.6,111442,,,Jordan Thompson,R,183.0,AUS,25.7,7-6(4) 6-1 3-6 4-6 7-6(4),5,R64,245.0,10.0,6.0,164.0,93.0,68.0,42.0,25.0,8.0,11.0,12.0,4.0,169.0,101.0,74.0,34.0,25.0,8.0,11.0,12.0,2310.0,66.0,843.0
14933,2020-580,Australian Open,Hard,128.0,G,2020-01-20,184,105916,,,Marton Fucsovics,R,188.0,HUN,27.9,206173,,,Jannik Sinner,R,191.0,ITA,18.4,6-4 6-4 6-3,5,R64,136.0,6.0,3.0,88.0,55.0,38.0,16.0,15.0,1.0,4.0,0.0,4.0,101.0,55.0,36.0,17.0,14.0,5.0,12.0,67.0,827.0,82.0,671.0
14934,2020-580,Australian Open,Hard,128.0,G,2020-01-20,185,126205,,,Tommy Paul,R,185.0,USA,22.6,105777,18.0,,Grigor Dimitrov,R,191.0,BUL,28.6,6-4 7-6(6) 3-6 6-7(3) 7-6(3),5,R64,259.0,11.0,5.0,214.0,123.0,86.0,44.0,28.0,9.0,15.0,21.0,8.0,189.0,125.0,85.0,34.0,27.0,11.0,16.0,80.0,696.0,20.0,1772.0
14935,2020-580,Australian Open,Hard,128.0,G,2020-01-20,186,105357,,,John Millman,R,183.0,AUS,30.6,128034,31.0,,Hubert Hurkacz,R,196.0,POL,22.9,6-4 7-5 6-3,5,R64,148.0,5.0,5.0,117.0,65.0,42.0,23.0,16.0,5.0,10.0,9.0,8.0,81.0,45.0,29.0,11.0,15.0,2.0,10.0,47.0,1096.0,31.0,1398.0
14936,2020-580,Australian Open,Hard,128.0,G,2020-01-20,187,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,105936,,,Filip Krajinovic,R,185.0,SRB,27.8,6-1 6-4 6-1,5,R64,92.0,14.0,0.0,68.0,47.0,36.0,13.0,12.0,2.0,3.0,4.0,2.0,77.0,57.0,33.0,4.0,12.0,7.0,14.0,3.0,6590.0,41.0,1158.0
14937,2020-580,Australian Open,Hard,128.0,G,2020-01-20,188,126774,6.0,,Stefanos Tsitsipas,R,193.0,GRE,21.4,104259,,,Philipp Kohlschreiber,R,178.0,GER,36.2,W/O,5,R64,0.0,,,,,,,,,,,,,,,,,,,6.0,5375.0,79.0,700.0
14938,2020-580,Australian Open,Hard,128.0,G,2020-01-20,189,105683,32.0,,Milos Raonic,R,196.0,CAN,29.0,106426,,,Cristian Garin,R,185.0,CHI,23.6,6-3 6-4 6-2,5,R64,97.0,19.0,6.0,74.0,39.0,36.0,22.0,14.0,3.0,3.0,2.0,3.0,70.0,54.0,35.0,7.0,13.0,0.0,4.0,35.0,1305.0,36.0,1285.0
14939,2020-580,Australian Open,Hard,128.0,G,2020-01-20,190,105227,,,Marin Cilic,R,198.0,CRO,31.3,105332,21.0,,Benoit Paire,R,196.0,FRA,30.7,6-2 6-7(6) 3-6 6-1 7-6(3),5,R64,213.0,17.0,6.0,160.0,107.0,85.0,26.0,24.0,6.0,9.0,30.0,10.0,153.0,88.0,73.0,24.0,24.0,4.0,10.0,39.0,1205.0,21.0,1703.0
14940,2020-580,Australian Open,Hard,128.0,G,2020-01-20,191,105138,9.0,,Roberto Bautista Agut,R,183.0,ESP,31.7,111581,,WC,Michael Mmoh,R,188.0,USA,22.0,5-7 6-2 6-4 6-1,5,R64,164.0,3.0,1.0,100.0,72.0,57.0,16.0,19.0,1.0,2.0,14.0,6.0,134.0,100.0,65.0,11.0,18.0,11.0,17.0,9.0,2630.0,217.0,219.0
14941,2020-580,Australian Open,Hard,128.0,G,2020-01-20,192,106043,14.0,,Diego Schwartzman,R,170.0,ARG,27.4,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,20.6,6-1 6-4 6-2,5,R64,116.0,4.0,5.0,87.0,48.0,33.0,22.0,13.0,3.0,5.0,1.0,3.0,84.0,58.0,30.0,9.0,12.0,7.0,14.0,14.0,2130.0,88.0,627.0
14942,2020-580,Australian Open,Hard,128.0,G,2020-01-20,193,105583,24.0,,Dusan Lajovic,R,183.0,SRB,29.5,117360,,WC,Marc Polmans,R,188.0,AUS,22.7,6-2 6-4 6-3,5,R64,112.0,12.0,0.0,88.0,66.0,46.0,14.0,14.0,5.0,5.0,2.0,1.0,86.0,62.0,34.0,14.0,13.0,4.0,9.0,27.0,1516.0,133.0,411.0
14943,2020-580,Australian Open,Hard,128.0,G,2020-01-20,194,106415,,,Yoshihito Nishioka,L,170.0,JPN,24.3,105554,30.0,,Daniel Evans,R,175.0,GBR,29.6,6-4 6-3 6-4,5,R64,119.0,2.0,1.0,87.0,65.0,49.0,12.0,15.0,2.0,2.0,7.0,1.0,87.0,52.0,37.0,19.0,14.0,3.0,7.0,71.0,797.0,32.0,1349.0
